Month,Year,Vol,Name,Work,Thlr.,Gr.,Repeat,FullName,Birth,Death
December,1798,1.04,Himmel,XII Variations sur l’air Marlorough s’en vat’en guerre. hl.,0,8,No,"Himmel, Friedrich Heinrich",1765,1814
December,1798,1.04,Rieder,une Sonate (très-facile) pour le Clavecin our Pianoforte avec l’Accompagnement d’un Violon et Violoncelle. Op. X. kz.,0,16,No,"Rieder, Ambrosius",1771,1855
December,1798,1.04,Staray,6 Polonoises pour le Clavecin ou Pianoforte avec l’accompagnement d’un Violon et Violoncelle obligée. Op. 7. kz.,1,0,No,Staray,,
December,1798,1.04,"Vanhall, J.","6 Variations sur un Polonoise tiré de l’opéra: Intrigo Amoroso, pour le Clavecin ou Pianoforte avec l’Accompagnement du Violonconcert. Op. 62. kz.",0,12,No,"Vanhal, Johann Baptist",1739,1813
December,1798,1.04,Kletzinsky,"20 Variations pour 2 Violons, Concert sur l’air: Freut Euch des Lebens Op. 5. kz.",0,12,No,Kletzinsky,,
December,1798,1.04,Pilz,Trinklied beym Abschiedsfest absolvirter Studenten.,0,3,No,"Pilz, Karl Philipp Emanuel",1771,1810
December,1798,1.04,Augustin,Favoritwalzer nach dem Böhmischen.,0,2,Yes,Augustin,,
December,1798,1.04,"Pallas, Friderike",Lieder für Klavier und Harfe.,0,8,No,"Pallas, Fridericke",,
December,1798,1.04,Riedel,6 Sonates faciles pour le Clavecin ou Pianoforte.,1,0,No,"Riedel, G. L.",,
December,1798,1.04,Pleyel,"Nouveaux Rondeaux, Romances et Menuettes pour le Clavecin ou Fortépiano. Liv. I. ln.",0,14,No,"Pleyel, Ignace Joseph",1757,1831
December,1798,1.04,Tuch,"Freundschaft und Liebe, fürs Klavier. va.",0,3,No,"Tuch, Heinrich Agathon Gottlieb",1766,1821
December,1798,1.04,,Tobacksraucherlied: Wenn mein Pfeifchen dampft und glüht etc. fr.,0,3,No,,,
December,1798,1.04,Haydn,Sonate pour le Pianoforte. Op. 87. fr.,0,9,No,"Haydn, Joseph",1732,1809
December,1798,1.04,Gleisner,"VI Sinfonien für 2 Fagotta, 1 Flöte, 2 Oboen, 2 Hörner, 2 Trompeten und Pauken, welche nicht obligat sind, und für 2 Violons, Viole und Baß, welche obligat sind. fr.",1,0,No,"Gleißner, Franz Johannes",1761,1818
December,1798,1.04,Frobe,Air varié pour Violoncelle avec Accompagnement d’une Viole.,0,5,No,"Frobe, L. G.",,
December,1798,1.04,Rieff,Frauenwürde von Schiller. sk.,0,6,No,"Rieff, Georg Joseph von",1771,1842
December,1798,1.06,,"Euterpe, eine musikalische Quartalschrift, herausgegeben von G. C. Grosheim, 1r Jahrg. 1r Heft. sk.",1,8,No,,,
December,1798,1.06,Solie,"Ouverture und Gesänge aus der Operette: Das Geheimnis, fürs Klavier eingerichtet. sk.",1,0,No,"Solié, Jean-Pierre",1755,1812
December,1798,1.06,Bréval,"1s bis 7s Concert pour Violoncell principal av. Accompagnement de 2 Violons, 2 Altos, Basse, 2 Flûtes et 2 Cors obligés. gl. à",1,12,No,"Bréval, Jean-Baptiste Sébastien",1753,1823
December,1798,1.06,Bréval,"1s bis 7s Concert pour Violoncell principal av. Accompagnement de 2 Violons, 2 Altos, Basse, 2 Flûtes et 2 Cors obligés. gl. à",1,12,No,"Bréval, Jean-Baptiste Sébastien",1753,1823
December,1798,1.06,Bréval,"1s bis 7s Concert pour Violoncell principal av. Accompagnement de 2 Violons, 2 Altos, Basse, 2 Flûtes et 2 Cors obligés. gl. à",1,12,No,"Bréval, Jean-Baptiste Sébastien",1753,1823
December,1798,1.06,Bréval,"1s bis 7s Concert pour Violoncell principal av. Accompagnement de 2 Violons, 2 Altos, Basse, 2 Flûtes et 2 Cors obligés. gl. à",1,12,No,"Bréval, Jean-Baptiste Sébastien",1753,1823
December,1798,1.06,Bréval,"1s bis 7s Concert pour Violoncell principal av. Accompagnement de 2 Violons, 2 Altos, Basse, 2 Flûtes et 2 Cors obligés. gl. à",1,12,No,"Bréval, Jean-Baptiste Sébastien",1753,1823
December,1798,1.06,Bréval,"1s bis 7s Concert pour Violoncell principal av. Accompagnement de 2 Violons, 2 Altos, Basse, 2 Flûtes et 2 Cors obligés. gl. à",1,12,No,"Bréval, Jean-Baptiste Sébastien",1753,1823
December,1798,1.06,Bréval,"1s bis 7s Concert pour Violoncell principal av. Accompagnement de 2 Violons, 2 Altos, Basse, 2 Flûtes et 2 Cors obligés. gl. à",1,12,No,"Bréval, Jean-Baptiste Sébastien",1753,1823
December,1798,1.06,Rode,premier Concert de Violon. gl.,2,12,No,"Rode, Pierre",1774,1830
December,1798,1.06,Rode,second Concert de Violon. gl.,2,12,No,"Rode, Pierre",1774,1830
December,1798,1.06,Rode,troisieme Concert de Violon. gl.,2,8,No,"Rode, Pierre",1774,1830
December,1798,1.06,Campagnoli,Trois Thèmes d’airs connus variés pour 2 Vionlons. Premier Recueil. Op. 7. va.,0,16,No,"Campagnoli, Bartolomeo",1751,1827
December,1798,1.06,Backofen,Recueil pour la Harpe à crochets. Cahier 1er.,0,16,Yes,"Backofen, Johann Georg Heinrich",1768,1839
December,1798,1.06,"Portmann, J. C.","die neusten und wichtigsten Entdekkungen in der Harmonie, Melodie und dem doppelten Contrapunkte. Eine Beylage zu jeder musikalischen Theorie. va.",1,8,No,"Portmann, Johann Gottlieb",1739,1798
December,1798,1.06,Haydn,Sonate à quatre mains pour le Clavecin ou Fortépiano. Op. 77. ln.,0,16,No,"Haydn, Joseph",1732,1809
December,1798,1.06,Sterkel,Sei Canti italiani-tedeschi per il Clavicembalo. ln.,0,14,No,"Sterkel, Johann Franz Xaver",1750,1817
December,1798,1.06,Wranitzky,6 Duos concertants pour 2 Flûtes. Op. 33. Liv. 1 und 2. gb. à,1,16,No,"Wranitzky, Paul",1756,1808
December,1798,1.06,Wranitzky,6 Duos concertants pour 2 Flûtes. Op. 33. Liv. 1 und 2. gb. à,1,16,No,"Wranitzky, Paul",1756,1808
December,1798,1.06,Éler,"3 Quatuors pour Flûte, Violon, Alto et Basse. Op. 7. gb.",2,0,No,"Eler, André-Frédéric",1764,1821
December,1798,1.06,Gyrowetz,3 Sonates pour le Pianoforte av. Accompagnement d’un Violon et Violoncelle. Op. 23. gb.,2,8,No,"Gyrowetz, Adalbert",1763,1850
December,1798,1.06,Pleyel,"6 Nouveaux Quatuors pour Flûte, Violons, Alto et Violoncelle. Op. 56. partie 1 u. 2. ae.",2,0,No,"Pleyel, Ignace Joseph",1757,1831
December,1798,1.06,Hoffmann,"6 Variations pour le Pianoforte sur le Trio: Copia si tenera, de l’opéra Palmira. Op. 8. ae.",0,10,No,"Hoffmann, Philipp Karl",1769,1842
December,1798,1.06,Blasius,3 Duos pour 2 Violons. Op. 30. Liv. 1. u. 2. ae.,1,4,No,"Blasius, Frédéric",1758,1829
December,1798,1.06,Blasius,6 Duos pour 2 Clarinettes. Op. 39. ae.,1,20,No,"Blasius, Frédéric",1758,1829
December,1798,1.06,,"Scelta di Scene, Duetti et Aria posti in musica dei più celebre mastri. Scene ed Aria del Signore d’Apel. No. 19. ae.",1,4,No,,,
December,1798,1.06,,"Scelta di Scene, Duetti et Aria posti in musica dei più celebre mastri. Scene ed Aria del Signore Mozart. No. 20. ae.",1,8,No,,,
December,1798,1.06,,"Scelta di Scene, Duetti et Aria posti in musica dei più celebre mastri. Scene ed Aria del Signore Mozart. No. 22. ae.",1,0,No,,,
December,1798,1.06,Körner,"ouze Variations sur l’air: Nel cor più non mi sento etc. pour la Flûte traversiere, avec Accompagnement de Basse. Op. 2. ae.",0,12,No,Körner,,
December,1798,1.06,Bachmann,"Hero und Leander, Romanze von Bürde. ae.",0,6,No,"Bachmann, Gottlob",1763,1840
December,1798,1.06,Stumpf,"Pièces d’harmonie pour 2 Clarinettes, 2 Cors et 2 Bassons, Dixieme Recueil, tiré de opéra: das underbrochene Opferfest. ae.",1,0,Yes,"Stumpf, Johann Christian*",1740,1801
December,1798,1.06,Dahmen,"3 Quatuors pour 2 Violons, Alto et Violoncelle. Op. 3. ae.",2,0,No,"Dahmen, Herman",1755,1830
December,1798,1.06,Ducreux,6 Duos pour 2 Flûtes. Op. 3. ae.,1,4,No,"Ducreux, Emmanuel",1765,1812
December,1798,1.06,Kreutzer,Airs Variés pour 2 Violons. Liv. 1. ae.,1,0,No,"Kreutzer, Rodolphe",1766,1831
December,1798,1.06,Schmidt,"grand Concerto pour le Pianoforte avec Accompagnement de 2 Violons, 2 Hautbois, 2 Bassons, 2 Cors, Viola et Basse. Op. 1. ae.",2,0,No,"Schmidt, Johann Philipp Samuel?",,
December,1798,1.06,Rault,6 Duos faciles et progressives pour 2 Flûtes. Op. 5. ae.,1,0,No,"Rault, Félix",1736,1800
December,1798,1.06,Mozart,"3 Duetten sus der Oper: La Clemenza di Tito, die Singstimme italienisch und deutsch, in einem Klavierauszuge, die Begleitung des ganzen Orchestra in enzelnen Stimmen. ae.",1,8,No,"Mozart, Wolfgang Amadeus",1756,1791
December,1798,1.06,Mozart,Sinfonie à gr. Orchestre. Op. 58. ae.,1,20,No,"Mozart, Wolfgang Amadeus",1756,1791
December,1798,1.06,Haydn,"6 Englische Lieder, mit unterlegtem deutschen Texte. 87s Werk. ae.",1,0,No,"Haydn, Joseph",1732,1809
December,1798,1.06,Hensel,"3 Quatours à 2 Violons, Alto et Basse. Op. 2. ae",2,0,No,"Hänsel, Peter",1770,1831
December,1798,1.06,Neubauer,"3 Trios pour Flûte, Violon et Viola. Op. 14. ae.",1,8,No,"Neubauer, Franz Christoph",1760,1795
December,1798,1.06,Struck,"grand Trio pour le Pianoforte, Violon et Violoncelle. Op. 3. ae.",1,8,No,"Struck, Paul",1776,1820
December,1798,1.06,Fleischmann,"die Wollust, ein Gedicht vom Herrn Professor Haydenreich, für das Pianoforte. ts.",1,8,No,"Fleischmann, Friedrich",1766,1798
December,1798,1.06,Haydn,"Buonaparte, oder die Wanderer in Aegypten. Ein Lied für das Pianoforte. ts.",0,6,No,"Haydn, Joseph",1732,1809
December,1798,1.06,Hacker,drey Lieder für Herz und Empfindung für Gesang und Klavier. va.,0,5,No,"Hacker, Benedict",1769,1829
December,1798,1.06,Rellstab,Blumenlese von Gesängen beym Clavier aus den Sammlungen von verschiedenen grösstentheils unbekannten Komponisten. 4s Heft. zb.,0,20,No,"Rellstab, Johann Carl Friedrich",1759,1813
December,1798,1.06,Gaveaux,"Ouverture und Gesänge aus der Oper: der kleine Matrose, zum Singen am Fortepiano. rb.",1,4,No,"Gaveaux, Pierre",1760,1825
December,1798,1.06,Gaveaux,"Ouverture de l’opéra: le petit matelot, arrangée pour le Fortépiano avec Flûte et Violon ad libitum. rb.",0,12,No,"Gaveaux, Pierre",1760,1825
December,1798,1.06,Gaveaux,Arie aus dem kleinen Matrosen: Lass mich ein wenig Närrin seyn etc. rb.,0,8,No,"Gaveaux, Pierre",1760,1825
December,1798,1.06,,"Acht Hopsanglaisen fürs Klavier oder Fortepiano, wovon drey für 4 Hände. rb.",0,6,No,,,
December,1798,1.06,,"Journal des deutschen Theatergesangs im Clavierauszuge zum Singen am Fortépiano. 10s, 11s u. 12s Heft. rb. à",0,10,No,,,
December,1798,1.06,,"Journal des deutschen Theatergesangs im Clavierauszuge zum Singen am Fortépiano. 10s, 11s u. 12s Heft. rb. à",0,10,No,,,
December,1798,1.06,,"Journal des deutschen Theatergesangs im Clavierauszuge zum Singen am Fortépiano. 10s, 11s u. 12s Heft. rb. à",0,10,No,,,
December,1798,1.06,Müller,"Die Rosen des menschlichen Lebens, ein Gesellschaftslied im Volkstone. rb.",0,4,No,"Müller, August Eberhard",1767,1817
December,1798,1.06,Preis,musikalische Unterhaltungen für Freunde des Claviers u. Gesangs. Zweytes Stück. rb.,1,8,No,Preis,,
December,1798,1.06,Schack,"Romanze aus der Zaubertrommel: Ein Jüngling frisch wie Milch und Blut, fürs Clavier eingerichtet. rb.",0,6,No,"Schack, Benedikt",1758,1826
December,1798,1.06,Winter,"zweytes Heft von Favoritgesängen aus der Oper: das unterbrochene Opferfest, fürs Clavier. rb.",1,8,No,"Winter, Peter",1754,1825
December,1798,1.06,Winter,"einzelne Arien aus detto No. 8 u. 9. Sextett und Schlusschor, Zieht ihr Krieger, und, Lobpreisst ihr Völker. rb.",0,12,No,"Winter, Peter",1754,1825
December,1798,1.06,Ferguson,"9 Variations. Der Tausendkünstler, Amor liess etc. Op. X. No. 3. geb.",0,8,No,"Ferguson, Ludwig-Wilhelm Tepper de",1768,1838
December,1798,1.06,Ferguson,9 Variations sur l’air: God save the King etc. Op. X. No. 2. geb.,0,8,No,"Ferguson, Ludwig-Wilhelm Tepper de",1768,1838
December,1798,1.06,Mozart,quatre Sinfonies pour l’Orchestre. Op. 64. No. 1 und 2. geb.,1,0,No,"Mozart, Wolfgang Amadeus",1756,1791
December,1798,1.06,,Grand duo: O ciell dois-je en croite mes yeux de l’opéra du prisonnier arrangé pour le Pianoforte. geb.,0,12,No,,,
December,1798,1.06,Pleyel,"Suite des grandes Sonates pour le Clevecin ou Pianoforte, Accompagnement d’un Violon et Violoncelle. Op. 55. Liv. 7. 8. 9. hl. à",1,0,No,"Pleyel, Ignace Joseph",1757,1831
December,1798,1.06,Pleyel,"Suite des grandes Sonates pour le Clevecin ou Pianoforte, Accompagnement d’un Violon et Violoncelle. Op. 55. Liv. 7. 8. 9. hl. à",1,0,No,"Pleyel, Ignace Joseph",1757,1831
December,1798,1.06,Pleyel,"Suite des grandes Sonates pour le Clevecin ou Pianoforte, Accompagnement d’un Violon et Violoncelle. Op. 55. Liv. 7. 8. 9. hl. à",1,0,No,"Pleyel, Ignace Joseph",1757,1831
December,1798,1.06,Pleyel,"3 Quatuors pour Flûte, Violon, Viola et Violoncelle. Op. 53. Liv. 1 und 2. hl. à",1,18,No,"Pleyel, Ignace Joseph",1757,1831
December,1798,1.06,Pleyel,"3 Quatuors pour Flûte, Violon, Viola et Violoncelle. Op. 53. Liv. 1 und 2. hl. à",1,18,No,"Pleyel, Ignace Joseph",1757,1831
December,1798,1.06,Mozart,"Ariette av. X Variations de l’opéra. I. Finti Eredi, pour le Clavecin ou Pianoforte. hl.",0,10,No,"Mozart, Wolfgang Amadeus",1756,1791
December,1798,1.06,Haydn,Sinfonie à grand Orchestre. Op. 35. Liv. II. hl.,1,4,No,"Haydn, Joseph",1732,1809
December,1798,1.06,,"Instruction der Signalen auf dem halben Mond, zum Gebrauch der militairischen Jäger. hl.",0,8,No,,,
December,1798,1.06,Wilms,"Duo: Mich fliehen alle Freuden, de l’opéra: die schöne Müllerin, par Mr. Paisiello, varié pour le Clavecin ou Pianoforte avec Flûte. hl.",0,18,No,"Wilms, Johann Wilhelm",1772,1847
December,1798,1.06,Steibelt,"Invocation à la Nuit, Scene de l’opéra Roméo und Julie avec Accompagnement de Pianoforte.",0,14,No,"Steibelt, Daniel",1765,1823
December,1798,1.06,Ebers,"Ballade, Pächter Steffens Abentheuer fürs Clavier. hl.",0,14,No,"Ebers, Carl Friedrich",1770,1836
December,1798,1.06,Lannoy,Romance pour Harpe A und B. hl.,0,8,No,"Lannoy, Édouard",1787,1853
December,1798,1.06,Lannoy,3 Sonates pour le Clavecin ou Pianoforte avec Accompagnement d’un Violon et Violoncell. hl.,2,8,No,"Lannoy, Édouard",1787,1853
December,1798,1.06,Belleval,Sonate pour la Harpe av. Accompagnement de Violon et Basse.,0,16,No,"Belleval, Karl",,
December,1798,1.06,Winter,"Ouverture und Gesäge aus der Oper, das unterbrochene Opferfest. Klavierauszug. ae.",3,8,No,"Winter, Peter",1754,1825
December,1798,1.06,Loewe,"Concerto à Violon principal av. Accompagnement de 2 Violons, 2 Altos, 2 Flûtes, 2 Cors, Violoncelle et Basse. Op. 3. ae.",2,0,No,Löwe,,
December,1798,1.06,Righini,Ouverture de l’opéra Arianne arrangée pour le Pianoforte. ae.,0,9,No,"Righini, Vincenzo",1756,1812
December,1798,1.06,Eckhard,"Variations sur l’air: Freut euch des lebens, pour le Pianoforte. Op. 2. ae.",0,10,No,Eckhard,,
December,1798,1.06,Hoffmeister,Andante avec sept Variations pour le Pianoforte. Op. 40. ae.,0,12,No,"Hoffmeister, Franz Anton",1754,1812
December,1798,1.06,Wranitzky,"3 grosse Sinfonien, 33s Werk, 1s Buch, ae.",2,0,No,"Wranitzky, Paul",1756,1808
December,1798,1.06,Beczwarzowsky,3 Sonates pour 1e Pianoforte avec Violon et Violoncelle obligés. Op. 3. ae.,2,0,No,"Bečvarovsky, Antonín František",1754,1823
December,1798,1.06,Sterkel,Fantasie en Rondo pour le Clavecin. Op. 37. ae.,0,20,No,"Sterkel, Johann Franz Xaver",1750,1817
December,1798,1.06,Grasset,Sonate pour le Fortépiano av. Accompagnement de Violon obligé. Op. 3. ae.,0,16,No,"Grasset, Jean-Jacques",1769,1839
February,1799,1.08,Barmann,3 Duos pour Violon Op. 4.,1,0,No,"Barmann, Johann Friedrich",,
February,1799,1.08,Belleval,Sonate pour Violon.,0,12,No,"Belleval, Karl",,
February,1799,1.08,Mozart,oeuvres complettes. Cah. I. Contenant VII Sonates p. Pianoforte.,3,0,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1799,1.08,Mozart,ouevres complettes. Cah. II. contenant XIL Variations p. Pianoforte.,3,0,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1799,1.08,Mozart,"Idomeneo, König von Creta. Eine ernsthafte Oper in 3 Aufzügen, mit italiänischem und deutschem Texte, im Klavierauszuge von A. E. Müller.",4,12,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1799,1.08,Mozart,"Ouverture aus der Oper Idomeneo, fürs Clavier.",0,4,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1799,1.08,Mozart,die Entführung aus dem Serail. Ein komisches Sinspiel in 2 Aufzugen im Klavierauszuge von A. E. Müller.,3,12,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1799,1.08,Mozart,Sinfonie aus — do — für’s Klavier.,0,4,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1799,1.08,Mozart,"Die Hochzeit des Figaro. Eine komische Oper im Klavierauszuge, von S. Schmied. 1r Act.",1,16,No,"Mozart, Wolfgang Amadeus",1756,1791
February,1799,1.08,"Müller, I. C.",XIL Variations pour le Clavecin ou Pianoforte.,0,16,No,"Müller, I. C.",,
February,1799,1.08,"Müller, A. E.","Sammlung von Orgelstüchen, enthaltend 12 leichte und 6 schwere Sätze. Erstes Heft.",0,12,No,"Müller, August Eberhard",1767,1817
February,1799,1.08,"Müller, A. E.","Concert pour la Flûte traversiere, avec accompagnement de 2 Violons, 2 Obois, 2 Cors; 2 Fag. 2 Clar. 2 Viol. Timp. et Basse. Op. 16.",2,0,No,"Müller, August Eberhard",1767,1817
February,1799,1.08,Neefe,Melodien zu Herders Bilder und Träume.,0,20,No,"Neefe, Christian Gottlob",1748,1798
February,1799,1.08,Paisiello,"Canzonetta: patrona compatime etc. aus dem Intermezzo: der Schuster, italienisch und teutsch, mit Begleitung der Guitarre oder Pianoforte.",0,6,No,"Paisiello, Giovanni",1740,1816
February,1799,1.08,"Pallas, Fridericke",Lieder für Klavier und Harfe,0,8,Yes,"Pallas, Fridericke",,
February,1799,1.08,"Pilz, K. P. E.","Drei Märsche, drei Menuets und eine Polonnaise fürs Klavier oder Pianoforte.",0,8,No,"Pilz, Karl Philipp Emanuel",1771,1810
February,1799,1.08,"Pilz, K. P. E.","Arie: Schöne Mädchen, wer euch trauet. im Klavierauszuge.",0,5,No,"Pilz, Karl Philipp Emanuel",1771,1810
February,1799,1.08,"Pilz, K. P. E.","Sechs Allemanden, und sechs auserlesene Gedichte fürs Klavier.",0,8,No,"Pilz, Karl Philipp Emanuel",1771,1810
February,1799,1.08,"Pilz, K. P. E.",Trinklied absolvirter Studenten.,0,3,Yes,"Pilz, Karl Philipp Emanuel",1771,1810
February,1799,1.08,,"Piramiden von Babilon, die, eine große heroisch-komische Oper in 2 Aufzügen; der erste Aufzug von Gallus, der zweyte von Winter, im vollständígen Klavierauszuge, mit einem Titelkupfer.",4,12,No,,,
February,1799,1.08,"Riedel, G. L.",Freundschaft und Liebe. Eine Sammlung vermischter Klavier - und Gesangstucke.,0,16,No,"Riedel, G. L.",,
February,1799,1.08,"Riedel, G. L.",Six Sonates pour le Clavecin. Op. 2.,0,8,Yes,"Riedel, G. L.",,
February,1799,1.08,Rösler,Rondo pour le Clavecin. Op. 2.,0,8,No,"Rösler, Jan Josef",1771,1813
February,1799,1.08,Rösler,Sonate per il Pianoforte. Op. 1.,0,16,No,"Rösler, Jan Josef",1771,1813
February,1799,1.09,"Stecher, Mariano","VI Fughe per l’Organo, o Cembalo.",0,12,No,"Stecher, Marianus",1754,1832
February,1799,1.09,Teumer,sechs Oden von Klopstock fürs Klavier.,0,10,No,"Teumer, Christian Friedrich",1753,1810
February,1799,1.09,,"Vorspiele, zwölf leichte, für Anfänger im Orgelspielen von I. C. W. und I. G. C.",0,6,No,,,
February,1799,1.09,"Zumsteeg, J. R.","Lenore. Ballade von G. A. Bürger. Für eine Singstimme mit Klavierbegleitung. Mit Kupfern, nach der englischen Prachtausgabe dieser Ballade.",1,16,No,"Zumsteeg, Johann Rudolf",1760,1802
February,1799,1.09,"Zumsteeg, J. R.",auf Schweizerpapier,2,0,No,"Zumsteeg, Johann Rudolf",1760,1802
February,1799,1.09,"Zumsteeg, J. R.",Die Büssende. Eine Ballade von Fr. Leop. Gr. v. Stollberg. Für eine Singstimme mit Klavierbegleitung.,1,0,No,"Zumsteeg, Johann Rudolf",1760,1802
February,1799,1.09,"Zumsteeg, J. R.",Hagars Klage in der Wüste Bersaba. Für eine Singstimme mit Klavierbegleitung.,0,12,No,"Zumsteeg, Johann Rudolf",1760,1802
February,1799,1.09,"Zumsteeg, J. R.","Gesänge der Wehmuth, von I. G. v. Salis und F. Matthison.",0,20,No,"Zumsteeg, Johann Rudolf",1760,1802
May,1799,1.13,Horstig,Kinderlieder mit Melodieen,0,12,No,"Horstig, Karl Gottlieb",1763,1835
May,1799,1.13,"Romberg, Andr.","Trois Quatuors p. 2 Violons, Viola et Vlle. Op. 1.",2,12,No,"Romberg, Andreas Jakob",1767,1821
May,1799,1.13,"Wölfl, J.","die Geister des Sees, Ballade v. Frl. Amalia von Imhoff, mit einem Titelkupfer von Schnorr und Böhm.",1,8,No,"Wölfl, Joseph",1773,1812
May,1799,1.13,Zumsteeg,Iglous der Mohrin Klaggesang aus Quinetius Heymeran von Flaming,0,8,No,"Zumsteeg, Johann Rudolf",1760,1802
August,1799,1.17,,"Die Geisterinsel, ein Singspiel in 3 Akten von I. F. Gotter, in Musik gesezt von I. J. Zumsteeg. Klavierauszug. 66 Bogen in groß Queerfolio mit einem Titelkupfer von Kininger und Bolt, in farbigem Umschlage brochirt. Auf ordin. Papier 6 Rthlr. auf besseres",7,0,No,,,
August,1799,1.17,,"Der Arrestant (Le Prisonnier), Operette in einem Aufzug. Mit französischem und deutschem Text. In Musik gesezt von Comenico della Maria. Klavierauszug.",2,12,No,,,
August,1799,1.17,,"Das Vaterunser. Ein Psalm von Klopstock, in Musik gesezt vom Musikdirektor Schwenke in Hamburg. Klavierauszug.",0,12,No,,,
August,1799,1.17,"Romberg, A.",sechs Lieder beym Klav. zu singen.,0,10,No,"Romberg, Andreas Jakob",1767,1821
